id,answers,correct_answer,question,edition,json
350,"[""6"",""600"",""12"",""40""]",0,How many feet are in a fathom?,Global,"{""id"":""350"",""question"":""How many feet are in a fathom?"",""correct_answer"":0,""answers"":[""6"",""600"",""12"",""40""],""edition"":""Global""}"
351,"[""Peso"",""Veneto"",""Dollar"",""Bolivar""]",3,What is the name of the national currency of Venezuela?,Global,"{""id"":""351"",""question"":""What is the name of the national currency of Venezuela?"",""correct_answer"":3,""answers"":[""Peso"",""Veneto"",""Dollar"",""Bolivar""],""edition"":""Global""}"
352,"[""Czechoslovakia"",""Canada"",""Poland"",""Russia""]",0,"One of the greatest tennis players of all time, in what country was Martina Navratilova born?",Global,"{""id"":""352"",""question"":""One of the greatest tennis players of all time, in what country was Martina Navratilova born?"",""correct_answer"":0,""answers"":[""Czechoslovakia"",""Canada"",""Poland"",""Russia""],""edition"":""Global""}"
353,"[""New York Yankees"",""Chicago Bulls"",""Real Madrid"",""Dallas Cowboys""]",3,"According to Forbes magazine, as of 2022 what is the most valuable sports franchise in the world?",Global,"{""id"":""353"",""question"":""According to Forbes magazine, as of 2022 what is the most valuable sports franchise in the world?"",""correct_answer"":3,""answers"":[""New York Yankees"",""Chicago Bulls"",""Real Madrid"",""Dallas Cowboys""],""edition"":""Global""}"
354,"[""Olivia"",""Scarlett"",""Anna"",""Sophia""]",0,"In 2021, what was the most popular name for baby girls in the United States?",All,"{""id"":""354"",""question"":""In 2021, what was the most popular name for baby girls in the United States?"",""correct_answer"":0,""answers"":[""Olivia"",""Scarlett"",""Anna"",""Sophia""],""edition"":""All""}"
355,"[""104"",""96"",""118"",""142""]",2,"After officially adding 4 more in 2016, how many elements are now on the periodic table?",Global,"{""id"":""355"",""question"":""After officially adding 4 more in 2016, how many elements are now on the periodic table?"",""correct_answer"":2,""answers"":[""104"",""96"",""118"",""142""],""edition"":""Global""}"
356,"[""79 years"",""41 years"",""121 years"",""177 years""]",2,How long has the world's longest-lasting light bulb been burning?,Global,"{""id"":""356"",""question"":""How long has the world's longest-lasting light bulb been burning?"",""correct_answer"":2,""answers"":[""79 years"",""41 years"",""121 years"",""177 years""],""edition"":""Global""}"
357,"[""Father and Son"",""Uncle and Nephew"",""Cousins"",""Brothers""]",3,"In Greek mythology, how is Hades related to Zeus?",Global,"{""id"":""357"",""question"":""In Greek mythology, how is Hades related to Zeus?"",""correct_answer"":3,""answers"":[""Father and Son"",""Uncle and Nephew"",""Cousins"",""Brothers""],""edition"":""Global""}"
358,"[""AC/DC"",""Megadeth"",""Def Leppard"",""Metallica""]",3,What heavy metal band was co-founded by drummer Lars Ulrich?,Global,"{""id"":""358"",""question"":""What heavy metal band was co-founded by drummer Lars Ulrich?"",""correct_answer"":3,""answers"":[""AC/DC"",""Megadeth"",""Def Leppard"",""Metallica""],""edition"":""Global""}"
359,"[""Alibaba"",""Amazon"",""Yahoo!"",""Baidu""]",0,What internet company took its name from a character in the One Thousand and One Nights tales?,Global,"{""id"":""359"",""question"":""What internet company took its name from a character in the One Thousand and One Nights tales?"",""correct_answer"":0,""answers"":[""Alibaba"",""Amazon"",""Yahoo!"",""Baidu""],""edition"":""Global""}"
360,"[""Maine"",""Washington"",""Minnesota"",""Michigan""]",2,In what state is the northernmost point of the continental US?,All,"{""id"":""360"",""question"":""In what state is the northernmost point of the continental US?"",""correct_answer"":2,""answers"":[""Maine"",""Washington"",""Minnesota"",""Michigan""],""edition"":""All""}"
361,"[""Jane Fonda"",""Greta Garbo"",""Ava Gardner"",""Olivia de Havilland""]",2,"What classic Hollywood film star had marriages to Mickey Rooney, Artie Shaw, and Frank Sinatra?",All,"{""id"":""361"",""question"":""What classic Hollywood film star had marriages to Mickey Rooney, Artie Shaw, and Frank Sinatra?"",""correct_answer"":2,""answers"":[""Jane Fonda"",""Greta Garbo"",""Ava Gardner"",""Olivia de Havilland""],""edition"":""All""}"
362,"[""Mt. Rainier"",""Mt. Saint Helens"",""Mt. Whitney"",""Mt. Elbert""]",2,What is the tallest mountain in the continental United States?,All,"{""id"":""362"",""question"":""What is the tallest mountain in the continental United States?"",""correct_answer"":2,""answers"":[""Mt. Rainier"",""Mt. Saint Helens"",""Mt. Whitney"",""Mt. Elbert""],""edition"":""All""}"
363,"[""Chance the Rapper"",""L'il Nas X"",""Kodak Black"",""Childish Gambino""]",3,What is the musical stage name of the artist born Donald Glover?,All,"{""id"":""363"",""question"":""What is the musical stage name of the artist born Donald Glover?"",""correct_answer"":3,""answers"":[""Chance the Rapper"",""L'il Nas X"",""Kodak Black"",""Childish Gambino""],""edition"":""All""}"
364,"[""Groundhog Day"",""Halloween"",""Arbor Day"",""Flag Day""]",0,What holiday has a famous festivity that takes place at dquotesGobbler's Knobdquotes?,All,"{""id"":""364"",""question"":""What holiday has a famous festivity that takes place at dquotesGobbler's Knobdquotes?"",""correct_answer"":0,""answers"":[""Groundhog Day"",""Halloween"",""Arbor Day"",""Flag Day""],""edition"":""All""}"
365,"[""Sea Urchin"",""Sea Cucumber"",""Sea Slug"",""Sea Anemone""]",0,What kind of animal is a sand dollar?,Global,"{""id"":""365"",""question"":""What kind of animal is a sand dollar?"",""correct_answer"":0,""answers"":[""Sea Urchin"",""Sea Cucumber"",""Sea Slug"",""Sea Anemone""],""edition"":""Global""}"
366,"[""Axel"",""Toe Loop"",""Lutz"",""Salchow""]",0,Which of these figure skating jumps is the hardest to complete and has the most value when scoring?,Global,"{""id"":""366"",""question"":""Which of these figure skating jumps is the hardest to complete and has the most value when scoring?"",""correct_answer"":0,""answers"":[""Axel"",""Toe Loop"",""Lutz"",""Salchow""],""edition"":""Global""}"
367,"[""Illinois"",""Florida"",""New York"",""Virginia""]",0,In what state does Route 66 reach its eastern terminus?,All,"{""id"":""367"",""question"":""In what state does Route 66 reach its eastern terminus?"",""correct_answer"":0,""answers"":[""Illinois"",""Florida"",""New York"",""Virginia""],""edition"":""All""}"
368,"[""America the Beautiful"",""Battle Hymn of the Republic"",""America"",""Star-Spangled Banner""]",2,"dquotesGod Save the Kingdquotes, the national anthem of the United Kingdom, shares its tune with what American patriotic song?",Global,"{""id"":""368"",""question"":""dquotesGod Save the Kingdquotes, the national anthem of the United Kingdom, shares its tune with what American patriotic song?"",""correct_answer"":2,""answers"":[""America the Beautiful"",""Battle Hymn of the Republic"",""America"",""Star-Spangled Banner""],""edition"":""Global""}"
369,"[""John Ford"",""Steven Spielberg"",""Cecil B. DeMille"",""Alfred Hitchcock""]",2,"In the movie Sunset Boulevard, to what director does Norma Desmond say, dquotesI'm ready for my close-updquotes?",Global,"{""id"":""369"",""question"":""In the movie Sunset Boulevard, to what director does Norma Desmond say, dquotesI'm ready for my close-updquotes?"",""correct_answer"":2,""answers"":[""John Ford"",""Steven Spielberg"",""Cecil B. DeMille"",""Alfred Hitchcock""],""edition"":""Global""}"
370,"[""@"",""♥"",""/"",""#""]",0,"In 2004, what symbol was officially added to the Morse code - the first in more than 60 years?",Global,"{""id"":""370"",""question"":""In 2004, what symbol was officially added to the Morse code - the first in more than 60 years?"",""correct_answer"":0,""answers"":[""@"",""♥"",""/"",""#""],""edition"":""Global""}"
371,"[""England"",""Ireland"",""Scotland"",""Australia""]",2,Clydesdale horses get their name from a county in what nation?,Global,"{""id"":""371"",""question"":""Clydesdale horses get their name from a county in what nation?"",""correct_answer"":2,""answers"":[""England"",""Ireland"",""Scotland"",""Australia""],""edition"":""Global""}"
372,"[""Cribbage"",""Monopoly"",""Backgammon"",""Go""]",2,To dquotesbear offdquotes all of a players' own pieces from the board is the objective of what board game?,Global,"{""id"":""372"",""question"":""To dquotesbear offdquotes all of a players' own pieces from the board is the objective of what board game?"",""correct_answer"":2,""answers"":[""Cribbage"",""Monopoly"",""Backgammon"",""Go""],""edition"":""Global""}"
373,"[""Harry Houdini"",""Abraham Lincoln"",""The Ringling Bros."",""P.T. Barnum""]",3,Who is the subject of the 2017 film dquotesThe Greatest Showmandquotes?,Global,"{""id"":""373"",""question"":""Who is the subject of the 2017 film dquotesThe Greatest Showmandquotes?"",""correct_answer"":3,""answers"":[""Harry Houdini"",""Abraham Lincoln"",""The Ringling Bros."",""P.T. Barnum""],""edition"":""Global""}"
374,"[""Potato"",""President"",""Tortoise"",""Couch""]",0,"In 1992, what word did Vice President Dan Quayle misspell when he was judging an elementary school spelling bee?",All,"{""id"":""374"",""question"":""In 1992, what word did Vice President Dan Quayle misspell when he was judging an elementary school spelling bee?"",""correct_answer"":0,""answers"":[""Potato"",""President"",""Tortoise"",""Couch""],""edition"":""All""}"
375,"[""Ozzy Osbourne"",""Mick Jagger"",""Alice Cooper"",""Marilyn Manson""]",2,What hard rock musician was born with the name Vincent Damon Furnier?,Global,"{""id"":""375"",""question"":""What hard rock musician was born with the name Vincent Damon Furnier?"",""correct_answer"":2,""answers"":[""Ozzy Osbourne"",""Mick Jagger"",""Alice Cooper"",""Marilyn Manson""],""edition"":""Global""}"
376,"[""Liberace"",""Billy Joel"",""Ray Charles"",""Elton John""]",0,"What pianist was, from the 1950s to the 1970s, the highest-paid entertainer in the world?",Global,"{""id"":""376"",""question"":""What pianist was, from the 1950s to the 1970s, the highest-paid entertainer in the world?"",""correct_answer"":0,""answers"":[""Liberace"",""Billy Joel"",""Ray Charles"",""Elton John""],""edition"":""Global""}"
377,"[""Wake Forest"",""Harvard"",""Dartmouth"",""Delaware""]",0,What university's athletic mascot is known as the Demon Deacon?,All,"{""id"":""377"",""question"":""What university's athletic mascot is known as the Demon Deacon?"",""correct_answer"":0,""answers"":[""Wake Forest"",""Harvard"",""Dartmouth"",""Delaware""],""edition"":""All""}"
378,"[""12th"",""27th"",""16th"",""20th""]",2,Which amendment to the US Constitution allows Congress to collect income tax?,All,"{""id"":""378"",""question"":""Which amendment to the US Constitution allows Congress to collect income tax?"",""correct_answer"":2,""answers"":[""12th"",""27th"",""16th"",""20th""],""edition"":""All""}"
379,"[""8"",""32"",""12"",""16""]",3,What is the maximum amount of sled dogs a musher can have on their team when racing the Iditarod?,All,"{""id"":""379"",""question"":""What is the maximum amount of sled dogs a musher can have on their team when racing the Iditarod?"",""correct_answer"":3,""answers"":[""8"",""32"",""12"",""16""],""edition"":""All""}"
380,"[""Robinson Crusoe"",""Lord of the Flies"",""The Swiss Family Robinson"",""Life of Pi""]",0,Castaway Alexander Selkirk was the inspiration for what novel?,Global,"{""id"":""380"",""question"":""Castaway Alexander Selkirk was the inspiration for what novel?"",""correct_answer"":0,""answers"":[""Robinson Crusoe"",""Lord of the Flies"",""The Swiss Family Robinson"",""Life of Pi""],""edition"":""Global""}"
381,"[""Brooklyn"",""Staten Island"",""Queens"",""Manhattan""]",2,"By area, what is the largest of New York City's boroughs?",All,"{""id"":""381"",""question"":""By area, what is the largest of New York City's boroughs?"",""correct_answer"":2,""answers"":[""Brooklyn"",""Staten Island"",""Queens"",""Manhattan""],""edition"":""All""}"
382,"[""Romania"",""Poland"",""Russia"",""Bulgaria""]",0,In what country is the region of Transylvania?,Global,"{""id"":""382"",""question"":""In what country is the region of Transylvania?"",""correct_answer"":0,""answers"":[""Romania"",""Poland"",""Russia"",""Bulgaria""],""edition"":""Global""}"
383,"[""Blue"",""Green"",""Yellow"",""Pink""]",3,What color is the bell in the Taco Bell logo?,Global,"{""id"":""383"",""question"":""What color is the bell in the Taco Bell logo?"",""correct_answer"":3,""answers"":[""Blue"",""Green"",""Yellow"",""Pink""],""edition"":""Global""}"
384,"[""Doctor Neo Cortex"",""Bowser"",""Ripto"",""Gruntilda""]",0,Who is the main antagonist in the Crash Bandicoot series of video games?,Global,"{""id"":""384"",""question"":""Who is the main antagonist in the Crash Bandicoot series of video games?"",""correct_answer"":0,""answers"":[""Doctor Neo Cortex"",""Bowser"",""Ripto"",""Gruntilda""],""edition"":""Global""}"
385,"[""Wilson"",""Jenkins"",""Johnson"",""Mitchell""]",3,What is comic strip character Dennis the Menace's last name?,Global,"{""id"":""385"",""question"":""What is comic strip character Dennis the Menace's last name?"",""correct_answer"":3,""answers"":[""Wilson"",""Jenkins"",""Johnson"",""Mitchell""],""edition"":""Global""}"
386,"[""White House"",""Pentagon"",""Independence Hall"",""Old North Church""]",2,In what building was the Liberty Bell originally hung?,All,"{""id"":""386"",""question"":""In what building was the Liberty Bell originally hung?"",""correct_answer"":2,""answers"":[""White House"",""Pentagon"",""Independence Hall"",""Old North Church""],""edition"":""All""}"
387,"[""Milk"",""Caramel"",""Hot Water"",""Sugar""]",2,What ingredient is added to an espresso to make it a caffè Americano?,Global,"{""id"":""387"",""question"":""What ingredient is added to an espresso to make it a caffè Americano?"",""correct_answer"":2,""answers"":[""Milk"",""Caramel"",""Hot Water"",""Sugar""],""edition"":""Global""}"
388,"[""The Andy Griffith Show"",""The Smith Family"",""Happy Days"",""Arrested Development""]",2,Which of these Ron Howard TV shows had the most episodes?,All,"{""id"":""388"",""question"":""Which of these Ron Howard TV shows had the most episodes?"",""correct_answer"":2,""answers"":[""The Andy Griffith Show"",""The Smith Family"",""Happy Days"",""Arrested Development""],""edition"":""All""}"
389,"[""Heineken"",""Modelo"",""Stella Artois"",""Corona""]",1,"In 2021, what was the best-selling imported beer in the United States?",All,"{""id"":""389"",""question"":""In 2021, what was the best-selling imported beer in the United States?"",""correct_answer"":1,""answers"":[""Heineken"",""Modelo"",""Stella Artois"",""Corona""],""edition"":""All""}"
